,Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
305,IND,Any Gender,Any Company Industry,35 to 54,Entry,201-500 employees,88000
306,IND,Any Gender,Any Company Industry,35 to 54,Entry,51-200 employees,120000
307,IND,Any Gender,Any Company Industry,35 to 54,Entry,11-50 employees,98000
308,IND,Any Gender,Any Company Industry,35 to 54,Entry,2-10 employees,51000
309,IND,Any Gender,Any Company Industry,35 to 54,Entry,Myself Only,14000
310,IND,Any Gender,Any Company Industry,35 to 54,Training,Any Company Size,80000
311,IND,Any Gender,Any Company Industry,35 to 54,Training,"10,001+ employees",14000
312,IND,Any Gender,Any Company Industry,35 to 54,Training,"5001-10,000 employees",3100
313,IND,Any Gender,Any Company Industry,35 to 54,Training,1001-5000 employees,8100
314,IND,Any Gender,Any Company Industry,35 to 54,Training,501-1000 employees,4200
315,IND,Any Gender,Any Company Industry,35 to 54,Training,201-500 employees,5200
316,IND,Any Gender,Any Company Industry,35 to 54,Training,51-200 employees,6800
317,IND,Any Gender,Any Company Industry,35 to 54,Training,11-50 employees,5800
318,IND,Any Gender,Any Company Industry,35 to 54,Training,2-10 employees,3300
319,IND,Any Gender,Any Company Industry,35 to 54,Training,Myself Only,670
320,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,Any Company Size,14000
321,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,"10,001+ employees",1600
322,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,"5001-10,000 employees",0
323,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,1001-5000 employees,320
324,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,501-1000 employees,0
325,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,201-500 employees,340
326,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,51-200 employees,570
327,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,11-50 employees,470
328,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,2-10 employees,550
329,IND,Any Gender,Any Company Industry,35 to 54,Unpaid,Myself Only,430
330,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Any Company Size,47000000
331,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"10,001+ employees",5100000
332,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"5001-10,000 employees",930000
333,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,1001-5000 employees,2000000
334,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,501-1000 employees,1000000
335,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,201-500 employees,1300000
336,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,51-200 employees,1900000
337,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,11-50 employees,1900000
338,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,2-10 employees,1300000
339,IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Myself Only,290000
340,IND,Any Gender,Any Company Industry,25 to 34,Owner,Any Company Size,1000000
341,IND,Any Gender,Any Company Industry,25 to 34,Owner,"10,001+ employees",22000
342,IND,Any Gender,Any Company Industry,25 to 34,Owner,"5001-10,000 employees",4700
343,IND,Any Gender,Any Company Industry,25 to 34,Owner,1001-5000 employees,13000
344,IND,Any Gender,Any Company Industry,25 to 34,Owner,501-1000 employees,9500
345,IND,Any Gender,Any Company Industry,25 to 34,Owner,201-500 employees,23000
346,IND,Any Gender,Any Company Industry,25 to 34,Owner,51-200 employees,53000
347,IND,Any Gender,Any Company Industry,25 to 34,Owner,11-50 employees,98000
