0,1,2,3,4,5,6
IND,Any Gender,Any Company Industry,25 to 34,Owner,501-1000 employees,9500
IND,Any Gender,Any Company Industry,25 to 34,Owner,201-500 employees,23000
IND,Any Gender,Any Company Industry,25 to 34,Owner,51-200 employees,53000
IND,Any Gender,Any Company Industry,25 to 34,Owner,11-50 employees,98000
IND,Any Gender,Any Company Industry,25 to 34,Owner,2-10 employees,110000
IND,Any Gender,Any Company Industry,25 to 34,Owner,Myself Only,11000
IND,Any Gender,Any Company Industry,25 to 34,Partner,Any Company Size,110000
IND,Any Gender,Any Company Industry,25 to 34,Partner,"10,001+ employees",2900
IND,Any Gender,Any Company Industry,25 to 34,Partner,"5001-10,000 employees",1000
IND,Any Gender,Any Company Industry,25 to 34,Partner,1001-5000 employees,2000
IND,Any Gender,Any Company Industry,25 to 34,Partner,501-1000 employees,1600
IND,Any Gender,Any Company Industry,25 to 34,Partner,201-500 employees,3500
IND,Any Gender,Any Company Industry,25 to 34,Partner,51-200 employees,7500
IND,Any Gender,Any Company Industry,25 to 34,Partner,11-50 employees,13000
IND,Any Gender,Any Company Industry,25 to 34,Partner,2-10 employees,11000
IND,Any Gender,Any Company Industry,25 to 34,Partner,Myself Only,900
IND,Any Gender,Any Company Industry,25 to 34,CXO,Any Company Size,250000
IND,Any Gender,Any Company Industry,25 to 34,CXO,"10,001+ employees",17000
IND,Any Gender,Any Company Industry,25 to 34,CXO,"5001-10,000 employees",3400
IND,Any Gender,Any Company Industry,25 to 34,CXO,1001-5000 employees,8200
IND,Any Gender,Any Company Industry,25 to 34,CXO,501-1000 employees,4700
IND,Any Gender,Any Company Industry,25 to 34,CXO,201-500 employees,9100
IND,Any Gender,Any Company Industry,25 to 34,CXO,51-200 employees,17000
IND,Any Gender,Any Company Industry,25 to 34,CXO,11-50 employees,30000
IND,Any Gender,Any Company Industry,25 to 34,CXO,2-10 employees,25000
